Question,Option_1,Option_2,Option_3,Option_4,RC,year
1. El periodo refractario absoluto de una fibra nerviosa se debe a:,1. Inactivación de canales de Ca2+.,2. Inactivación de canales de K+.,3. Inactivación de canales de Na+.,4. La posthiperpolarización que sigue al potencial de acción.,3,2017
2. Las células ciliadas de la cóclea:,1. Se despolarizan por entrada de K+.,2. Tienen estereocilios embebidos en la membrana otolítica.,3. Tienen estereocilios embebidos en la cúpula.,4. Se activan con el giro de la cabeza.,1,2017
3. En relación a los fotorreceptores:,1. Los bastones proporcionan visión en color.,2. Al iluminarse aumenta la corriente de entrada de Na+.,3. La luz disocia la rodopsina en sus componentes.,4. Sinaptan con células ganglionares.,3,2017
"4. Para la contracción de fibras musculares estriadas, el Ca2+ se une a:",1. Miosina.,2. Troponina.,3. Tropomiosina.,4. Actina.,2,2017
5. El reflejo extensor cru zado se produce por activación de:,1. Nocireceptores.,2. Receptores Ia del huso muscular.,3. Receptores Ib del órgano tendinoso de Golgi.,4. Ganglios basales.,1,2017
6. En relación al sistema nervioso simpático:,1. La neurona preganglionar se localiza en el bulbo raquídeo.,2. La neurona preganglio nar libera noradrenalina.,3. Su activación aumenta la frecuencia cardíaca.,4. Su activación estimula la micción.,3,2017
7. El factor de von Willebrand:,1. Es un lípido.,2. Favorece la vasodilatación.,3. Estimula la formación de eritrocitos.,4. Se une tanto al colágeno como a las plaquetas.,4,2017
8. La despolarización del potencial de acción en células del nodo sinoauricular está medida por:,1. Na+.,2. Ca2+.,3. K+.,4. Cl‒.,2,2017
"9. Según la ley de Posseuille, si se duplica el radio de una arteriola el flujo de sangre será:",1. La mitad.,2. El doble.,3. 8 veces mayor.,4. 16 veces mayor.,4,2017
10. La reabsorción de glucosa y aminoácidos en la nefrona ocurre en:,1. Túbulo proximal.,2. Asa de Henle.,3. Túbulo distal.,4. Túbulo colector.,1,2017
11. Cuando la presión arterial media sube de 100 hasta 150 mmHg:,1. Se produce vasodilatación de la arteriola aferente al glomérulo renal.,2. Se produce vasoconstricción de la arteriola aferente al glomérulo renal.,"3. La filtración glomerular aumenta 1,5 veces.","4. La filtración glomerular disminuye 1,5 veces.",2,2017
"12. Durante un ciclo respiratorio en reposo, la presión:",1. Intrapleural es siempre positiva.,2. Transpulmonar se hace negativa en la espiración.,3. Intrapleural no cambia.,4. Transpulmonar es siempre positiva.,4,2017
13. El surfactante pulmonar:,1. Aumenta el trabajo reali zado para insuflar el pulmón.,2. Es una mezcla de monosacáridos y polisacáridos.,3. Disminuye la tensión superficial de los alveolos.,4. Se produce por las células endoteliales de los capilares alveolares.,3,2017
14. La contracción del músculo liso del tubo digestivo:,1. Requiere la unión del Ca2+ a la troponina.,"2. Está mediada por Ca 2+ procedente, principalmente, del medio extracelular.","3. A diferencia del músculo estriado, no está mediada por Ca2+.",4. Está mediada por el Na + que entra en cada potencial de acción.,2,2017
15. La fase faríngea de la deglución:,1. Está controlada por el centro de la deglución.,2. Es totalmente voluntaria.,3. Se inicia con la apertura de la glotis.,4. Termina con la apertura del esfínter pilórico.,1,2017
16. La secreción de HCl en el estómago puede afirmarse que:,1. Disminuye por estimulación vagal.,2. Disminuye por administración de histamina.,3. Aumenta por acción de la gastrina.,4. Aumenta por un pH menor de 2 en el estómago.,3,2017
17. La pepsina:,1. La secreta el páncreas en forma inactiva.,2. La secreta el estómago en forma inactiva.,3. Se activa en el intestino por la enterocinasa o enteropeptidasa.,4. Actúa activando el tripsinógeno.,2,2017
18. El plexo mientérico o de Auerbach del tubo digestivo:,1. Contiene neuronas postganglionares del sistema nervioso simpático.,2. Está situado entre las capas de músculo liso longitudinal y circular.,3. Inerva las glándulas secretoras de la mucosa intestinal.,4. Está situado entre la capa de músculo liso circular y la submucosa.,2,2017
19. El cortisol estimula la:,1. Captación de glucosa en muchos tejidos.,2. Síntesis de lípidos.,3. Síntesis de proteínas en el músculo.,4. Síntesis de glucosa.,4,2017
20. La angiotensina II:,1. Se sintetiza exclusivamente en el riñón.,2. Favorece la formación de renina.,3. Es un potente vasodilatador.,4. Estimula la secreción de aldosterona.,4,2017
21. Las hormonas tiroideas:,1. Son péptidos.,2. Requieren yoduro para su síntesis.,3. Se transportan libres en plasma.,4. Se almacenan en forma de gránulos de secreción.,2,2017
22. Estimula la secreción de la hormona del crecimiento:,1. Hiperglucemia.,2. Somatostatina.,3. Ácidos grasos libres en plasma.,4. Aminoácidos en plasma.,4,2017
23. Un medio que causa un aumento del volumen celular es:,1. Hipertónico.,2. Hipotónico.,3. Hiperosmótico.,4. Hiposmótico.,2,2017
24. La superficie celular puede determinarse conociendo la:,1. Resistencia específica de la membrana.,2. Constante de tiempo de la membrana.,3. Constante de espacio de la membrana.,4. Capacitancia de la membrana.,4,2017
25. El umbral gustativo es menor para:,1. Sacarosa.,2. Cloruro sódico.,3. Ácido cítrico.,4. Quinina.,4,2017
26. Los husos musculares:,1. Están inervados sólo por fibras aferentes.,2. Están inervados sólo por fibras eferentes.,3. Se localizan sólo en músculos extensores.,4. Están inervados sólo por fibras mielínicas.,4,2017
27. El núcleo supraquiasmático:,1. Regula la osmolaridad plasmática.,2. Sintetiza oxitocina.,3. Recibe aferencias de neuronas ganglionares retinianas.,4. Media el reflejo pupilar.,3,2017
28. El reflejo fotomotor:,1. Es monosináptico.,2. Está mediado por fibras parasimpáticas.,3. Involucra a neuronas de la corteza cerebral.,4. Induce midriasis en ambos ojos.,2,2017
29. La secreción de insulina aumenta por:,1. Estímulo parasimpático.,2. Ejercicio.,3. Hipoglucemia.,4. Somatostatina.,1,2017
30. La parathormona estimula la :,1. Secreción de osteoprotegerina por osteoblastos.,2. Reabsorción renal de fosfato.,3. Resorción ósea por osteoclastos.,"4. Formación de 24,25 dihidroxicolecalciferol.",3,2017
31. La testosterona:,1. Se sintetiza en células de Sertoli.,2. Es anabolizante.,3. Disminuye el hematocrito.,4. Estimula la secreción de LH.,2,2017
32. La albúmina:,1. Contribuye a la presión coloidosmótica plasmática.,2. Se excreta por orina.,3. Transporta catecolaminas en plasma.,4. Es una globulina plasmática.,1,2017
33. Las células del haz de His:,1. Carecen de canales de Ca 2+ dependientes de voltaje.,2. Establecen la frecuencia cardíaca.,3. Su contracción determina el volumen sistólico.,4. Transmiten el impulso cardíaco más rápidamente que el nodo aurículo-ventricular.,4,2017
34. El reflejo de Bainbridge:,1. Induce taquicardia.,2. Inhibe los barorreceptores arteriales.,3. Reduce la contractilidad del miocardio.,4. Se activa por reducción del retorno venoso.,1,2017
35. El primer sonido de  Korotkoff indica el:,1. Valor de la presión arterial sistólica.,2. Cierre de la válvula aórtica.,3. Valor de la presión de pulso.,4. Paso a flujo sanguíneo laminar ocasionado por un manguito de presión.,1,2017
"36. En bipedestación,  la perfusión pulmonar es mayor:",1. En las bases pulmonares que en los vértices.,2. En una espiración forzada.,3. Cuando disminuye la PO2 alveolar.,4. En hipotensión arterial.,1,2017
37. Si la ventilación alveolar se duplica (condiciones ambientales y metabólicas constantes):,1. La PO2 alveolar se reduce a la mitad.,2. La PCO2 alveolar se reduce a la mitad.,3. El contenido de O 2 en sangre arterial se duplica.,4. Se induce acidosis respiratoria.,2,2017
38. Un espirómetro simple (sin analizador de gases) mide:,1. Volumen residual.,2. Volumen de reserva espiratorio.,3. Capacidad pulmonar total.,4. Capacidad residual funcional.,2,2017
39. Aumenta la excreción  renal de sodio:,1. Péptido natriurético auricular.,2. Aldosterona.,3. Estímulo simpático.,4. Angiotensina II.,1,2017
"40. La concentración de una sustancia “X” en plasma es 2 mM y en orina es 100 mM. Si el flujo urinario es de 2ml/min, el aclaramiento renal de “X” es:",1. 25 mM.,2. 50 mM.,3. 50 ml/min.,4. 100 ml/min.,4,2017
41. La mayor parte del calcio filtrado se reabsorbe en:,1. Túbulo proximal.,2. Asa descendente de Henle.,3. Túbulo distal.,4. Túbulo colector.,1,2017
42. La llegada de grasas y/o soluciones con bajo pH al duodeno reduce:,1. La secreción de secretina.,2. El vaciado gástrico.,3. La secreción de colecistoquinina.,4. La secreción de motilina.,2,2017
43. La absorción intestinal  de hierro es más eficaz:,1. En forma de ión férrico.,2. En forma de grupo hemo.,3. Mediante el transportador de membrana transferrina.,4. Si hay oxalatos en la luz digestiva.,2,2017
44. La hormona antidiurética:,1. Actúa a nivel del túbulo proximal de la nefrona.,2. Se secreta al disminuir la osmolaridad plasmática.,3. Aumenta la reabsorción renal de agua.,4. Estimula la endocitosis de acuaporinas.,3,2017
45. La secreción biliar se reduce por:,1. Las sales biliares que recirculan por la circulación enterohepática,2. Secretina.,3. Colecistoquinina.,4. Somatostatina.,4,2017
46. Es característico de los epitelios:,1. Presentar un complejo de unión en su región basal.,2. Unirse a la membrana basal mediante hemidesmosomas y adhesiones focales.,3. Presentar desmosomas justo debajo de su superficie libre.,4. Contener filamentos intermedios de vimentina y desmina (tonofilamentos),2,2017
47. En la secreción apocri na se libera al medio:,"1. Sólo el producto de secreción, por exocitosis.","2. Sólo el producto de s ecreción, por transporte transmembrana (canales y transportadores).","3. El producto de secreción, algo de citoplasma y membrana plasmática.",4. Toda la célula.,3,2017
48. ¿Cuál de las siguientes células contiene gránulos con mediadores de inflamación?:,1. Fibroblastos.,2. Cebadas (mastocitos).,3. Plasmáticas.,4. Leucocitos eosinófilos.,0,2017
49. El tendón se caracteriza por presentar un tejido conjuntivo:,1. Laxo.,2. Denso modelado (regular).,3. Denso no modelado (irregular).,4. Elástico.,2,2017
50. En el tejido óseo:,1. Hay dos variedades: trabecular y esponjoso.,2. La variedad trabecular está formada por los sistemas de Havers.,3. Hay escasa irrigación.,4. Los conductos de Volkmann conectan con los conductos de Havers.,4,2017
51. Los osteoblastos:,1. Se ubican en el periostio y endostio activos.,2. Contienen abundantes lisosomas.,3. Contienen abundante retículo endoplasmático liso.,4. Son macrófagos.,1,2017
52. En relación con la osificación:,"1. La osificación endocondral ocurre en los huesos planos, como los del cráneo.",2. La osificación de los huesos largos comienza en las epífisis.,3. El cartílago articular constituye el denominado cartílago de crecimiento o disco epifisiario.,4. Los túneles de resorción (o conos perforantes) permiten la remodelación ósea.,4,2017
"53. Una célula alargada, de gran tamaño, con numerosos núcleos periféricos corresponde a:",1. Músculo esquelético.,2. Músculo liso.,3. Músculo cardíaco.,4. Célula mioide.,1,2017
54. Las células que mielinizan axones en el sistema nervioso central son:,1. Astrocitos.,2. Oligodendrocitos.,3. Microglia.,4. Glia ependimaria.,2,2017
55. Es una vénula postcapilar el vaso:,1. Formado por endotelio.,2. Formado por endotelio y pericitos.,3. Formado por endotelio y una o dos capas de músculo liso.,4. Que presenta membrana elástica interna.,2,2017
56. ¿En cuál de los siguientes órganos hemotopoyéticos el estroma es un epitelio reticular?:,1. Médula ósea.,2. Ganglio linfático.,3. Bazo.,4. Timo.,4,2017
57. Las células de Paneth son:,1. Zimogénicas presentes en el estómago.,2. Zimogénicas presentes en el intestino.,3. Defensivas presentes en el estómago.,4. Defensivas presentes en el intestino.,4,2017
58. ¿A cuál de las siguientes glándulas endocrinas humanas pertenecen las células C o parafoliculares?:,1. Hipófisis.,2. Corteza suprarrenal.,3. Médula suprarrenal.,4. Tiroides.,4,2017
59. La estría vascular:,1. Se ubica en el cuerpo ciliar del ojo.,2. Forma parte del sistema de drenaje del  humor acuoso.,3. Es el epitelio posterior de la córnea.,4. Es un epitelio del oído interno que contiene capilares.,4,2017
60. Los puentes disulfuro de las proteínas se forman en:,1. Polirribosomas.,2. Retículo endoplásmico.,3. Citosol.,4. Complejo de Golgi.,2,2017
61. La selección en el Go lgi de las enzimas lisosomales depende de:,1. Oligomerización.,2. Glicosilación.,3. Proteólisis.,4. Sulfatación.,2,2017
62. La ubicación perinuclear  del complejo de Golgi es obra de:,1. Quinesina.,2. Dineína.,3. Miosina.,4. Queratina.,2,2017
63. La catalasa es un componente habitual de:,1. Lisosomas.,2. Peroxisomas.,3. Endosomas.,4. Mitocondrias.,2,2017
64. Se disponen radialmente a partir del centrosoma:,1. Microtúbulos.,2. Filamentos de actina.,3. Filamentos de queratina.,4. Centriolos.,1,2017
65. La lámina nuclear está constituida por:,1. Filamentos de actina.,2. Filamentos intermedios.,3. Laminina.,4. Heterocromatina.,2,2017
66. La anafase B consiste en:,1. Desplazamiento de los cromosomas hacia los polos del huso.,2. Acortamiento de los microtúbulos cinetocóricos.,3. Acortamiento de los microtúbulos polares.,4. Separación de los polos del huso.,4,2017
67. Son lugares de recombinación entre cromosomas homólogos:,1. Cinetocoros.,2. Sinapsis.,3. Quiasmas.,4. Centrómeros.,3,2017
68. La presencia de pliegues basales en las células epiteliales se relaciona con:,1. Captación de señales.,2. Actividad secretora.,3. Transporte de iones.,4. Adhesión al tejido conjuntivo.,3,2017
69. Son proteínas transmembrana responsables de la formación de uniones focales:,1. Cadherinas.,2. Integrinas.,3. Selectinas.,4. Ocludinas.,2,2017
70. Están rodeados por una lámina basal o externa:,1. Fibroblastos.,2. Neuronas.,3. Eritrocitos.,4. Adipocitos.,4,2017
71. Glicoproteína adhesiva abundante en la matriz extracelular:,1. Calmodulina.,2. Fibronectina.,3. Catenina.,4. Adaptina.,2,2017
72. Deriva de la célula precursora de monocitos:,1. Adipocito.,2. Hepatocito.,3. Osteoclasto.,4. Fibroblasto.,3,2017
73. Anclan las vesículas sinápticas a la membrana del terminal presináptico:,1. Integrinas.,2. Cadherinas.,3. SNAREs.,4. Neurofilamentos.,3,2017
74. Las tríadas portales:,1. Son características de la vesícula biliar.,"2. Contienen un conducto biliar, una arteria o arteriola, y una vena o vénula muscular.",3. Se sitúan en el centro de los lobulillos hepáticos.,4. Se denominan también acinos hepáticos.,2,2017
75. Los sinusoides son un tipo de:,1. Capilar sanguíneo.,2. Arteria.,3. Vena.,4. Vaso linfático.,1,2017
76. El compartimiento ba sal del tubo seminífero contiene:,1. Espermatogonias.,2. Espermatocitos secundarios.,3. Espermátides.,4. Espermatozoides.,1,2017
"77. En la espermatogénesis, las primeras células con dotación haploide son:",1. Espermatogonias B.,2. Espermatocitos primarios.,3. Espermatocitos secundarios.,4. Espermatozoides.,3,2017
78. ¿Qué parte del embrión contacta con el endometrio durante la implantación?:,1. Sincitiotrofoblasto.,2. Mesodermo extraembrionario.,3. Corona radiada.,4. Masa celular interna.,1,2017
"79. Al aumentar la edad materna de gestación, se incrementa la incidencia de:",1. Monosomía X.,2. Trisomía XXY.,3. Trisomía XXX.,4. Trisomía 21.,4,2017
80. La capacitación espermática tiene lugar en:,1. Epidídimo.,2. Útero y trompas uterinas.,3. Túbulos seminíferos.,4. Uretra.,2,2017
"81. En los macrófagos, ¿qué  enzima cataliza la halogenación de los microbios fagocitados?:",1. NADPH oxidasa.,2. Mieloperoxidasa.,3. Sintasa del óxido nítrico inducible.,4. Catalasa.,2,2017
