Question,Option_1,Option_2,Option_3,Option_4,RC,year
27. ¿Cuál de las siguientes alteraciones bioquímicas se observa en e l reordenamiento met abólico de l a diabetes mellitus?:,1. La disminuci ón de la traslocación de  los transportadores de gl ucosa GLU T2 y GL UT4 desde las vesículas de almacenamiento intracelular a la membrana plasmática.,2. El aumento de la producción de urea por una mayor degradación nucleotídica.,3. El incre mento de la síntesis he pática de triglicéridos.,4. El aume nto de la síntesis hepática de glicerol como sustrato gluconeogénico.,3,2023
"28. Una persona sana s ufre una des hidratación tras realizar e jercicio fí sico intenso a al tas temperaturas sin in gerir l íquidos. Res pecto a l a activación del sist ema renina- angiotensinaaldosterona en esas c ondiciones, s eñale la respuesta INCORRECTA:",1. Los cambios de presión arterial se acompañan de cambios p roporcionales en la filtració n glomerular.,2. Se produce vasoconstricción de las arte riolas eferentes.,3. Aumenta la activ idad d e los núcleos hipotalámicos supraóptico y paraventricular.,4. Aumenta la secreción renal de potasio.,1,2023
33. Una de las siguientes enfermedades se produce por hipermetilación de una expansión de tripletes CGG en la región promotora:,1. Enfermedad de Hungtinton.,2. Ataxia de Friedreich.,3. Síndrome del cromosoma X frágil.,4. Distrofia miotónica tipo 1.,3,2023
"34. Un  rasgo que  aparece  e n todas las generaciones, tanto e n varones como en m ujeres, per o los varones no lo transmiten a sus hi jos v arones, se corresponde con uno de los siguientes patrones de herencia:",1. Autosómica dominante.,2. Ligada al sexo dominante.,3. Ligada al sexo recesiva.,4. Mitocondrial.,2,2023
35. Las células tumorales desarrollan diferentes mecanismos diri gidos a evitar la a ctivación de la respuesta inmunitaria antitum oral. Entre las inmunoterapias an titumorales diri gidas a contrarrestar estos mec anismos de evasión destaca:,1. La i noculación intratumoral de cél ulas T reguladoras específicas frente a antígenos tumorales.,"2. La inoculación de células de la inmunidad innata con cap acidad antitumoral como las célu las reguladoras de origen mieloide (myeloid-derived suppressor cells, MDSC).",3. El uso de citocinas como el TGF-beta o la IL-10 que frenan el crecimiento tumoral.,4. El uso de anticuerpos monoclonales inmunomoduladores frente a PD-1 o los ligandos de PD-1.,4,2023
"36. En relación con el m ecanismo inmunol ógico implicado e l rechazo de ór ganos só lidos trasplantados, señale la respuesta INCORRECTA:",1. El rechazo agudo mediado por linfocitos T puede ser controlado mediante el uso de fármacos como la ciclosporina A o los corticoides.,2. La prese ncia en el receptor de a nticuerpos específicos c ontra el  don ante (DSA) previa al trasplante es una contraindicación para el mismo.,3. El rechazo crónico o lesión crónica del injerto se asocia al da ño del endotelio mediado por anticuerpos anti-HLA.,4. El rechazo hiperagudo es mediado por linfocitos T ci totóxicos cont ra antígenos del donante presentes en el receptor.,4,2023
37. La vacunación utilizando ARN mensa jero de la proteína S (Spike) del SARS-CoV-2 va dirigida a la protección de la poblaci ón frente a la COVID-19. En relación c on la re spuesta a esta vacuna señale la afirmación INCORRECTA:,"1. La r espuesta n o requiere l a c olaboración de l os linfocitos T, al ser un antígeno timo independiente.","2. Un ele vado porce ntaje de pacientes inmunodeprimidos, como aquellos con trasplante de ór ganos o con inmunodeficiencia, tienen u n defecto en la respuesta a esta vacuna.",3. Es una forma de inmuniz ación activa cuyo resultado se aso cia al camb io d e iso tipo de lo s anticuerpos.,4. Induce memoria inmuno lógica b asada en la activación de linfocitos B.,1,2023
"38. En relación con las enfer medades as ociadas al mecanismo de hipersensibi lidad tipo II , señale l a respuesta INCORRECTA:",1. La presencia de anticue rpos frente al receptor de las hormo nas tiroideas T3 y T4 se asocia a la enfermedad de Graves.,2. La prese ncia de autoanticuerpos antidesmogleína se asocia al pénfigo vulgar.,3. La miastenia  gravis se asocia a la presencia de anticuerpos frente al receptor de la acetilcolina.,4. El síndrome de G oodpasture se asoci a a l a presencia de a nticuerpos frente a  l a membrana basal glomerular renal y pulmonar.,1,2023
39. En el asma bronquial son numer osas las cél ulas que par ticipan en la inflamación de la ví a aérea. En relación con las diferentes poblaci ones linfocitarias y las citocinas que liberan ¿cuál de las siguientes afirmaciones es correcta?:,1. Los lin focitos B so n los responsables de la coordinación de la respuesta inflamatoria.,2. En el asma bronquial hay un predominio de fenotipo linfocitario TH1.,3. Las citocinas IL4 e IL 13 son las fa vorecedoras de la síntesis de IgE.,4. La población de linfocitos T reguladores (CD4+ y CD25+) está aumentada.,3,2023
"43. En relación con las condiciones necesarias para la implementación de  un programa de cribado poblacional de c áncer, señale la respue sta INCORRECTA:","1. Debe e xistir una prueba adecu ada para l a detección, independientemente de  la aceptabilidad de la prueba en la población.",2. La enfermeda d que se detecta mediant e el cribado debe ser relevante desde el punto de vista de salud pública.,3. La enfermeda d que se detecta mediant e el cribado de be ser tratabl e en la e tapa presintomática y el daño po tencial de la intervención debe ser in ferior al del tratamiento en la etapa sintomática.,4. Se debe disponer de recursos suficientes para la implementación de la est rategia a medio / largo plazo.,1,2023
"46. En un estudio s obre la validez de  un a pr ueba diagnóstica, para resumir la relación entre la sensibilidad y la especi ficidad de la p rueba se puede usar:",1. El índice de Kappa.,2. La curv a ROC (receiver operating characteristics).,3. El coeficiente de correlación intraclase.,4. El gráfico de Altman y Bland.,2,2023
"75. Acerca de la bronquiolitis aguda en la infa ncia, señale la respuesta correcta:",1. El v irus resp iratorio sincitial (VRS) es la segunda cau sa d e bronquiolitis agu da y neumonía vírica en menores de 1 año.,2. Se recomienda la administración de palivizumab para protege r a niños con riesgo alto cont ra las complicaciones gra ves de la enfe rmedad por el VRS.,3. La bro nquiolitis se produce po r obstrucción y colapso d e las ví as res piratorias de me diano y gran calibre durante la espiración.,"4. El tratamient o se  basa  e n aeros oles de  suero salino hipertónico, a drenalina y/ o beta-2 agonistas según la gravedad.",2,2023
129. ¿Cuál de lo s siguientes genes puede es tar afectado en fa milias que desa rrollan tumo res ma lignos de colon en sucesivas generaciones?:,1. RAS.,2. p53.,3. BRCA1.,4. MLH1.,4,2023
"146. En relación c on el cáncer de prós tata, señale la respuesta INCORRECTA:",1. El principal factor de riesgo es la edad.,2. Los por tadores del gen BR CA-1 tienen mayor predisposición a sufrir la enfermedad.,3. Es más frecuente en varones caucásicos.,"4. Las grasas animales, la ob esidad, el háb ito tabáquico y el cad mio tamb ién se h an relacionado con su etiopatogenia.",3,2023
151. ¿Cuál de  las si guientes al teraciones es  m ás frecuente en el cáncer de pulmón no m icrocítico metastásico?:,1. Mutación de KRAS.,2. Mutación de BRAF.,3. Reordenamiento de ALK.,4. Fusión de NTRK.,1,2023
"162. Respecto a los c ambios d el sistema in munitario que aparece n con el enve jecimiento, definidos como inmunosenescencia, señale la respues ta correcta:",1. La di sminución de i nterleuquina 6 se relaciona con fragilidad y demencia.,2. Disminuye el número de linfocitos T.,3. Disminuye el factor de necrosis tumoral.,4. Disminuye la producción de autoanticuerpos por los linfocitos B.,2,2023
170. El tratamiento de la leishmaniasis visceral en personas con infección por VIH con inmunodeficiencia grave se basa en el uso de:,1. Anfotericina B liposomal.,2. Voriconazol y anfotericina B liposomal.,3. Anfotericina B liposomal y miltefosina.,4. Miltefosina y paromomicina.,1,2023
