Año,Num Q,RC,Enunciado
2019,1,3," 1=> ¿Qué estruct ura química gener al tienen los  inhibido res de la  catecol-O-metiltr ansfera sa?:    1=> Propar gilaminas. 2=> 3,5-Dihidroxiácid os. 3=> Nitro cateco les. 4=> 5-Nitro imidazoles.    "
2019,2,1,2=> La vilda gliptina  es un inhibidor de la dipeptidi l  peptidasa  IV (DPP IV) que se emplea en el tra- tamiento  de la diabete s tipo II. ¿Cuá l es el  fragmento respon sable de su unión  covalente a  la diana? :    1=> Cian opirrolidina.  2=> Difenilpropilamina.  3=> Triptamin a.  4=> Sulfonilurea.    
2019,4,4,"4=> En la bioactivación de la ciclofosfamida se ori- gina un metabolito  responsable del principal   efecto secundario de este fármaco, la cistitis  hemorrágica. ¿Cuál e s dicho  metabolito ?:    1=> Formaldehído.   2=> Etanol.   3=> Acetato  sódico.  4=> Acroleína.   "
2019,5,2,5. El agente antimalárico ciclo guanilo se adminis- tra como pamoato de ciclo guanilo. ¿Cuá l es el  objetivo de la  formación de esta  sal? :    1=> Aumentar su solubilidad acuosa para su ad- ministració n intra venosa.  2=> Favorecer el almacena miento en tejidos gra- sos y liber ación lenta al torrente san guíneo.   3=> Facilitar el metabolismo del fármaco por par- te del parásito .  4=> Disminuir su solubilidad  acuosa para que  actúe a ni vel intestinal.   
2019,6,2,6. ¿Qué parte de la estruct ura del indinavir es  responsable de su activida d como inhibido r de  la proteasa del VIH ?:    1=> El anillo d e piridina.  2=> El frag mento de hidroxietile no.  3=> La amina terciaria del ani llo de piperidina.   4=> El indano vol umin oso sobre un enlace a mida.       
2019,7,4," 7. La lopera mida es un antidia rreico  que se diseñó  buscando transfor mar el efecto secundario de  estreñi miento de una familia de compuestos, en  su acción princi pal. ¿A qué familia pertenec e la  lopera mida?:    1=> Antidepr esivos tricíclico s.  2=> Sartanes.   3=> Benzod iazep inas.  4=> Opioides.   "
2019,9,2,9. Muchos fármacos y sus metabolitos de fase I se  eliminan conjug ados con el ácido  glucuró nico.   ¿Cuá l de las siguientes afirmaciones referidas a  esta transfor mación es FAL SA?:    1=> Está catalizad a por una transfe rasa.   2=> La reacción tiene lugar con sustratos electró - filos.  3=> El ácido glucurón ico intervie ne activado  con  un sustit uyen te uridina-difosfato.  4=> La formación del glucurón ido transcu rre con  inversión de la configuración del carbono  anomérico  del azúcar.   
2019,10,4,"10. El atenolo l, una arilo xipropano lamina, es un  beta-bloqueante  de segunda gener ación que  muestra  cardioselect ivida d. ¿A qué se debe? :    1=> A la formación de una estructura rígida por  enlace de hidrógeno intramolecular que se  une mejor al receptor.  2=> A la configuración del estere ocentro, que es  “S”.  3=> A la ausencia de los dos hidroxilos del cate- col.  4=> Al sustituyente en la posición  “para” del ani- llo aromático , capaz de formar un enlace de  hidrógeno co n el receptor.                         "
2019,11,3," 11=> El betaneco l es un análogo de acetilcolina que  tiene en su estruct ura un grupo  carbamato en  lugar de éster.  ¿Qué consecuencia tiene esta  sustitució n?:    1=> El grupo carbamato es más lipófilo que el  grupo éster y favorec e la absorció n.  2=> El grupo carbamato pued e establece r un enla- ce de hidrógeno con el receptor, pero el grupo  éster no.   3=> El grupo carbamato mejora la estabilid ad por  vía oral ya que el éster se hidroliza rápida- mente.  4=> El grupo carbamato se hidro liza más ráp ida- mente que el éster y su acció n es más corta.   "
2019,12,3,12=> ¿Qué efecto tiene la intro ducción de un grupo   hidroxilo en la posic ión 3 de las benzodia zepi- nas? :    1=> Hace que sean pr ofármacos.  2=> Facilita s u unión a la diana.   3=> Favorece una eli minación rápida.  4=> Aumenta la unión a p roteínas plasmática s.   
2019,13,1,13=> ¿Qué propieda d confiere a la cefuroxima la  intro ducción de un grupo alquiloxii mino en la  posición alfa del sustituy ente acila mino de la  posición 7  del a nillo? :    1=> Mayor estab ilidad  frente a beta-lacta masas.  2=> Mayor estab ilidad  frente a los ácidos.  3=> Aumento d e la activ idad.  4=> Mejor capacidad para pasar  la barrera hema- to-en cefálica.    
2019,14,2,"14=> ¿Cuá l de las siguientes especies de Candid a  presenta  frecuente mente resistencia a los 3 gru- pos de antif úngico s disponibles (equinoca ndi- nas, a zoles y polieno s)?:    1=> Candida albicans.  2=> Candida auris.  3=> Candida krusei.  4=> Candida parapsilosis.    "
2019,15,2,15. ¿Qué especie de Aspergillu s presenta  resistencia   primaria a anfotericina B? :    1=> A. fumig atus.  2=> A. terreus.  3=> A. niger.  4=> A. versicolo r.   
2019,16,4,16. ¿Qué antif úngico  utiliza ría para  el tratamiento   de una mucor micosis?:    1=> Fluconazol.  2=> Itraconazo l.  3=> Voriconazol.  4=> Posaco nazol.     
2019,17,4," 17. Señale la respuesta correcta  sobre Bordetella   pertuss is:    1=> Es el agen te causal d e la difteria.   2=> La infecció n que más co múnmente causa es la  osteo mielitis.  3=> El tratamiento de elecció n de las infeccione s  que ca usa es una ce falosporina.  4=> Produce distin tos factores de virulencia, como  la toxina pertussis, la toxina dermonecrótica,   o la cito toxin a traqueal.   "
2019,18,2,18. ¿Qué microorganism o es el causante de la fie- bre t ifoidea? :    1=> Rickettsia typhi.  2=> Salmon ella serotipo Typhi.  3=> Rickettsia prowazeckii.   4=> Shigella  dysenteria e.   
2019,19,1,19. El síndro me de Lady Windermere hace  refe- rencia  a una infecció n del lóbulo medio pulmo- nar y língula  causada  por el siguiente microor- ganism o:    1=> Myco bacterium avium co mplex.  2=> Myco bacterium tuberculo sis complex.  3=> Myco bacterium xenopi.  4=> Myco bacterium kansasii.   
2019,20,1,20. ¿Cuá l es el antibió tico de elecció n para  el tra- tamiento  de meningitis por Listeria? :    1=> Ampicili na.  2=> Ceftriaxona.  3=> Cefepima.  4=> Fosfomicina.   
2019,21,2,"21=> ¿Cuá l de las siguientes opcio nes es FALSA en  relación a Nocardia?:    1=> Es parcial mente ácido-alcohol resistente.   2=> En la tinción de Gram se observan bacilos  gramnegativos ramificados.  3=> Puede causar en fermedad pulmonar, cutá nea  o del sistema nervioso central.  4=> Las sulfamidas son antibióticos de elecció n  en el trata miento de la nocar diosis.   "
2019,22,3,22=> Señale la opción F ALSA res pecto  a Legionella :    1=> La infección se adquiere por inhalación  de  aerosoles de agua contaminada.  2=> La detec ción del antígeno en orina para el  diagn óstico de neumonía por Legio nella pre- senta una especific idad superior al 95%.  3=> Legio nella  pneumophila sero grupo 2 causa  más del 95% d e los casos d e legionelos is ad- quirida en la co munidad.  4=> El levof loxaci no y la azitro micina son fárma- cos de elecció n para el tratamie nto de enfer- medad grave e n pacientes i nmunodeprimidos.     
2019,23,4, 23=> ¿Cuá l de las siguientes relaciones entre  micro- organismo e infe cción es FA LSA ?:    1=> Myco bacterium ulcera ns - Úlc era de Buruli.  2=> Esch erichia  coli O157:H7 - Síndrome hemo- lítico uré mico.  3=> Yersinia pestis - Peste b ubónica.  4=> Clostrid ium botulinum - Gangr ena g aseosa.    
