Año,Num Q,RC,Enunciado
2021,122,1,122=> La presencia de cuál de las siguientes disposi- ciones estructurales de una proteína sugiere que  es una proteína regula dora de unión al DNA:    1=> Dedo de zinc.  2=> Hélice α.  3=> Cadena β.  4=> Región desordenada.   
2021,123,2,"123=> La síntesis de la urea requiere la siguientes  enzimas, EXCEPTO:    1=> Carbamil fosfato sintetasa I.  2=> Carbamil fosfato sintetasa II.  3=> Ornitina transcarbamilasa.  4=> Argininosuccinato sintetasa.   "
2021,124,1,124=> ¿Cuál de los siguientes parámetros se eleva más  en el suero de una muestra hemolizada?:    1=> Lactato deshidrogenasa.  2=> Potasio.  3=> Fosfato inorgánico.  4=> Calcio.   
2021,125,4,125. Las endonucleasas de restricción (o enzimas de  restricción):    1=> Hidrolizan enlaces fos foéster comenzando  por los extremos 5' del DNA.  2=> Se utilizan para la formación de moléculas  híbridas mediante recombinación.  3=> Reconocen y cortan el DNA en secuencias  libres de nucleosomas.  4=> Reconocen y cortan el DNA en secuencias de  reconocimiento específicas.                
2021,126,1, 126. ¿Cuál de las siguientes afirmaciones sobre la  complementariedad de las bases nitrogenadas en el DNA es cierta?:    1=> Las bases G y C se unen mediante 3 puentes  de hidrógeno.  2=> Las bases A y T se unen mediante 3 puentes  de hidrógeno.   3=> Las bases A y G se unen mediante 2 puentes  de hidrógeno.  4=> Las bases A y C se unen mediante 2 puentes  de hidrógeno.   
2021,127,2,"127. ¿Cuál de estas frases referidas a la teoría qui- miosmótica que relaciona el transporte electró- nico mitocondrial y la fosforilación oxidativa es correcta?:    1=> La ATP sintasa no se afecta por el gradiente  de protones.  2=> La energía liberada por el transporte electró- nico se conserva como un gradiente de pH transmembrana.  3=> La fosforilación oxidativa puede tener lugar  en un sistema libr e de membranas.  4=> Independientemente del punto de entrada de  los electrones en la cadena de transporte, el  número de moléculas de ATP sintetizadas es constante.   "
2021,128,1,128. La principal enzima reguladora de la velocidad  de la vía glucolítica es:    1=> Fosfofructoquinasa1=>  2=> Hexoquinasa.  3=> Piruvato deshidrogenasa.  4=> Enolasa.   
2021,129,1,129. ¿Cuál es la principal utilidad de la hemoglobina  glicosilada?:    1=> Valorar el control metabólico de un diabético.  2=> Diagnóstico de la diabetes mellitus.  3=> Indicar cuando existen complicaciones en una  diabetes.  4=> Indicar cuando puede existir una diabetes  gestacional.   
2021,130,4,"130. El cerebro está adapta do a usar preferentemen- te glucosa. Por ello, cabe esperar que su trans- portador de glucosa sea:    1=> De alta afinidad y por tanto con elevada Km.  2=> De baja afinidad y por tanto con elevada Km.  3=> De alta afinidad, independientemente de su  Km.  4=>  De alta afinidad y por tanto con baja Km.                    "
2021,131,3, 131=> La acetil-Coenzima A (Acetil-CoA) es portador  de:   1=> Grupos acetonitrilo en algunas reacciones  enzimáticas.  2=> Grupos amino en algunas reacciones de tran- saminación.  3=> Grupos acetilo en algunas reacciones enzimá- ticas.  4=> Grupos etilo en algunas reacciones enzimáti- cas.   
2021,132,2,"132=> La degradación oxidativa de la acetil CoA en el  ciclo del ácido cítrico da un resultado neto de  todos los compuestos siguientes, EXCEPTO:    1=> 1 GTP.  2=> 2 ATP.  3=> 3 NADH.  4=> 2 CO 2   "
2021,133,1,"133=> En contraste con el estado de reposo, el tejido  muscular humano en contr acción activa presen- ta:    1=> Una mayor tasa de formación de lactato.  2=> Una mayor concentración de ATP.  3=> Un menor consumo de glucosa.  4=> Un menor consumo de oxígeno.   "
2021,134,4,"134=> De los siguientes aminoácidos, cuál es conside- rado como NO esencial:    1=> Histidina.  2=> Arginina.  3=> Isoleucina.  4=> Alanina.   "
2021,135,3,135. La determinación de las isoenzimas de la crea- tina quinasa en plasma es de utilidad clínica  dado que:    1=> Es una enzima dimérica con distribución no  específica de tejido u órgano.  2=> Es una enzima trimérica con distribución no  específica de tejido u órgano.  3=> Es una enzima dimérica con distribución es- pecífica de tejido y órgano.  4=> Es una enzima trimérica con distribución  específica de tejido u órgano.   
2021,136,2,136. ¿Cuál de estas activida des enzimáticas limita la  velocidad de la lipogénesis?:   1=> La malonil transacilasa.  2=> La acetil-CoA carboxilasa.  3=> La enoil reductasa.  4=> La beta-cetoacil sintasa.                  
2021,137,1, 137. ¿Qué es una holoenzima?:    1=> Entidad catalítica formada por un cofactor y  una apoenzima.  2=> Unión de dos isoenzimas con idéntica estruc- tura aminoacídica.  3=> Unión de dos cofactores orgánicos.  4=> Un grupo prostético iónico.   
2021,138,4,"138. La bilirrubina es un producto de degradación,  mayoritariamente de la  hemoglobina. Algunas  de sus características son:    1=> Ser muy soluble en agua.  2=> Se transporta al hígado directamente.  3=> Se transporta al hígado asociada con la bili- verdina.  4=> Se transporta al hígado asociada con la albú- mina.   "
2021,139,2,139. Las integrinas son:    1=> Proteínas de membrana involucradas en el  transporte de iones.  2=> Proteínas de membrana que actúan como  mediadoras en la adhesión celular.  3=>  Proteínas de la matriz extracelular que se  unen a proteínas de la superficie celular.  4=> Proteínas transportadoras de glucosa y otros  monosacáridos.   
2021,140,3,"140. La estimulación hormo nal de la formación del  segundo mensajero inositol 1,4,5-trifosfato (IP 3)  conduce rápidamente a la liberación, ¿de qué  otro mensajero intracelular?:    1=> AMP cíclico.  2=> Prosteglandina.  3=> Calcio.  4=> GMP cíclico.   "
2021,141,4,"141=> La traducción del código de nucleótidos del  mRNA a proteínas está mediada por los ribo- somas en el citoplasma. ¿Cuál de las siguientes  afirmaciones sobre este proceso es correcta?:   1=> El ribosoma se une al extremo 3' del mRNA  para formar un ambiente químicamente esta-ble para el resto de moléculas implicadas en  la síntesis proteica.   2=> Los codones UAG, UGA y UGC señalizan el  final de un gen.  3=> La secuencia codificante de aminoácidos se  lee en grupos de tres nucleótidos en dirección  3' a 5'.  4=> La síntesis de proteínas comienza por el ex- tremo N-terminal al C-terminal.                    "
2021,142,1, 142=> ¿Cómo afecta el aumen to de la temperatura a la  reacción entre antíg eno y anticuerpo?:    1=> Aumento de la velocidad de reacción y dis- minución de la afinidad de unión.  2=> Disminución de la velocidad de reacción y  aumento de la afinidad de unión.  3=> Aumento de la velocidad de reacción y au- mento de la afinidad de unión.  4=> Disminución de la velocidad de reacción y  disminución de la afinidad de unión.   
2021,143,4,143=> La ubiquinona (también llamada coenzima Q)  es:    1=> Una coenzima de óxido-reducción con un  grupo hemo.  2=> Un citocromo transportador de electrones en  la cadena respiratoria.  3=> Un componente de grupo enzimático que  marca las proteínas para su degradación pro- teolítica.  4=> Una quinona hidrofóbica que transporta elec- trones en la cadena respiratoria.   
2021,144,2,144=> Cada molécula de inmunoglobulina contiene  dos cadenas ligeras y dos pesadas las cuales se  pueden separar por la pérdida de uno de los siguientes tipos de interacciones:    1=> Enlaces iónicos.  2=> Enlaces disulfuro.  3=> Enlaces de hidrógeno.  4=> Enlaces de Van del Waals.   
2021,145,1,145. ¿Cuál de las siguientes afirmaciones sobre los  efectos de un incremento de insulina es FAL- SA?:    1=> Activa la gluconeogénesis.  2=> Activa la lipogénesis.  3=> Activa la síntesis de glucógeno.  4=> Promueve la captación de glucosa en tejidos  periféricos.   
2021,146,3,146. Una Unidad Internacional (UI) de actividad  enzimática es la cantidad de enzima que:    1=> Convierte 1 µmol de sustrato en producto por  litro.  2=> Produce 1 mg de producto por decilitro.  3=> Convierte 1 µmol de sustrato en producto por  minuto.  4=> Produce 1 µmol de producto por litro.                                
2021,147,4, 147. ¿Cuál de los siguientes enunciados es verdadero  solo para las vías anabólicas?:   1=> Sus reacciones irreversibles (fuera del equili- brio) están reguladas.  2=> Se llaman ciclos si regeneran un intermedia- rio.  3=> Son convergentes y generan  unos cuantos  productos simples.  4=> Son divergentes y generan variedad de com- puestos complejos.   
2021,148,3,148. ¿A través de qué mecanismo generan su energía  los eritrocitos?:    1=> Ciclo de los ácidos tricarboxílicos.  2=> Fosforilación oxidativa.  3=> Fosforilación a niv el de sustrato.  4=> Transferencia de el ectrones al oxígeno.   
2021,149,1,149. Los factores o proteínas reguladoras de la  transcripción de mRNA en eucariotas:   1=> Se unen a elementos o secuencias cis.  2=> Se unen a elementos o secuencias trans.  3=> Activan a la RNA polimerasa II.  4=> Sin ellos no hay transcripción.   
2021,150,2,"150. Todas las frases siguientes describen de forma  correcta propiedades de las proteínas, EXCEP- TO:    1=> El sulfato amónico normalmente precipita las  proteínas conservando la actividad biológica.  2=> La solubilidad es máxima en el punto isoeléc- trico.  3=> El ácido tricloroacético precipita y desnatura- liza las proteínas.  4=> La cromatografía en geles separa las proteínas  de acuerdo con su tamaño.   "
2021,151,1,151=> El elevado consumo de glucosa por parte de las  células cancerosas se debe a que recurren a la  glucolisis anaerobia en  mayor medida que las  células normales. Esta observación recibe el nombre de:    1=> Efecto Warburg.  2=> Efecto cooperador positivo.  3=> Efecto Bohr.  4=>  Glucolisis latente.   
2021,152,3,"152=> ¿Cuál es el efecto de las enzimas sobre las reac- ciones que catalizan?:    1=> Aumentar la constante de equilibrio de la  reacción.  2=> Incrementar la velocidad de la reacción, úni- camente en el sentido de la formación de pro-ducto.  3=> Provocar un descenso en la energía de activa- ción de la reacción.  4=> Aumentar la energía de activación de la reacción"
2021,153,4,"153=> El escorbuto es una e nfermedad provocada por  un déficit en vitamina C.  El efecto bioquímico  de esta deficiencia es:    1=> La ausencia de síntesis de retinal y la consi- guiente pérdida de la visión.  2=> Un menor rendimiento d el transporte electró- nico mitocondrial, donde la vitamina C juega  un papel importante.  3=> Un defecto en una enzima responsable de la  síntesis de ácidos grasos que acarrea una gra- ve pérdida de peso.  4=> La imposibilidad de hidroxilación de la proli- na del colágeno a hidroxiprolina, lo que aca- rrea graves defectos en la estructura de esta proteína.   "
2021,154,1,154=> ¿En cuál de los siguien tes tejidos es dependiente  de insulina el transporte de glucosa al interior  de la célula?:    1=> Adiposo.  2=> Cerebral.  3=> Hepático.  4=> Eritrocítico.   
2021,155,4,155. La actividad de corrección de pruebas de la  DNA Polimerasa I procariótica es una activi- dad:    1=> Polimerizante 5 ´-3´.  2=> Transesterificadora 5- 3 ´.  3=> Exonucleasa 5 ´ -3 ´.  4=> Exonucleasa 3 ´ -5 ´.   
2021,156,2,"156. ¿Qué ocurrirá en el caso de que el pH sanguí- neo pase de ser 7.4 a ser 7.2?:   1=> Se verá afectada la unión de oxígeno a la  mioglobina.  2=> Descenderá la afinidad de la hemoglobina por  el oxígeno.  3=> Aumentará la afinidad de la hemoglobina por  el oxígeno.  4=> La hemoglobina no podrá fijar 2,3- bisfosfoglicerato en el espacio central entre  subunidadades.   "
2021,157,2,"157. La gluconeogénesis se realiza en:    1=> Únicamente hígado y corteza adrenal.  2=> Hígado y corteza adrenal y, en condiciones de  ayuno, intestino delgado.  3=> Hígado y corteza adrenal y, en condiciones de  ayuno, músculo.  4=> Hígado e intestino delgado.                      "
2021,158,4," 158. Todos los aminoácidos siguientes contienen sólo  g r u p o s  m e t i l o  o  m e t i l e n o  c o m o  c o n s t i t u y e n t e s  de sus cadenas laterales, EXCEPTO:    1=> Leucina.  2=> Alanina.  3=> Isoleucina.  4=> Lisina.   "
2021,159,1,"159. ¿Cuál de las siguientes  afirmaciones sobre la vía  de las pentosas fosf ato NO es cierta?:    1=> Es una ruta cerrada, siempre transcurre con la  misma secuencia de reacciones.  2=> Todas las reacciones de la vía transcurren en  el citoplasma.  3=> Todas las enzimas implicadas en eta vía son  solubles.  4=> Algunas de las enzimas implicadas no son  exclusivas de esta vía.   "
2021,160,3,"160. Con relación a la reacción en cadena de la po- limerasa, señale la respuesta correcta:    1=> Es una reacción química, in vivo , que inhibe  la síntesis de los ácidos nucleicos eucariotas.  2=> Utiliza una mezcla equimolar de ribonucleó- tidos trifosfato (NTPs).  3=> Se hace a través de la acción de una polimera- sa de DNA termoestable.  4=> No necesita cebadores.   "
2021,207,1, 207. La Rifampicina inhibe la transcripción en las  bacterias porque:   1=> Se une a la subunidad beta de las RNA poli- merasas bacterianas impidiendo el desalojo del promotor.  2=> Se une en el DNA a las secuencias promoto- ras de la transcripción.  3=> Desestabiliza el heteroduplex DNA-RNA  formado durante el proceso de elongación.  4=> Se intercala en el molde de DNA e impide la  elongación de la transcripción.   
2021,210,2,210. La principal fuente d e colesterol extracelular  para los tejidos humanos es:    1=> Las lipoproteínas de muy baja densidad  (VLDL).  2=> Las lipoproteínas de baja densidad (LDL).  3=> Las lipoproteínas de elevada densidad (HDL) 4=> Los quilomicrones.                                                                   
