Año,Num Q,RC,Enunciado
2023,1,3,"1=>Sobre el colágeno de tipo I, señale la respuesta correcta: 1=> Es una proteína fibrosa muy soluble en agua 2=>La presencia de los aminoácidos hidroxilados 4-hidroxilisina y 5-hidroxiprolina contribuye a estabilizar su estructura 3=>Presenta un enrollamiento superhelicoidal dextrógiro, en sentido opuesto a la hélice le- vógira de sus cadenas alfa 4=>La cisteína es su aminoácido más abundante "
2023,2,1,2=>¿Cuál de los siguientes aminoácidos presenta carga neta positiva a pH neutro?: 1=>Lisina 2=>Aspartato 3=>Glutamato 4=>Serina 
2023,3,3,3=>¿Cuál de las siguientes rutas metabólicas permi- te obtener glucosa a partir de ácidos grasos?: 1=>Ciclo de Krebs 2=>Ciclo de Cori 3=>Ciclo del glioxilato 4=>Vía de las pentosas fosfato 
2023,4,4,4=>La ATP sintasa mitocondrial es: 1=>El complejo I de la cadena de transporte de electrones 2=>Un canal de NADH 3=>El complejo III de la cadena de transporte de electrones 4=>Un canal de protones
2023,5,3,5.¿Cuál de los siguientes disacáridos carece de poder reductor?: 1=>Maltosa 2=>Lactosa 3=>Sacarosa 4=>Celobiosa
2023,6,4,6.¿Qué lipoproteínas recogen el exceso de coleste- rol depositado en los tejidos periféricos y lo transportan al hígado?: 1=>Quilomicrones 2=>VLDL 3=>LDL 4=>HDL
2023,7,2,"7.El mecanismo de “splicing”: 1=>Separa los fragmentos de ADN no codifican- tes 2=>Elimina los intrones y deja los exones unidos en un ARN mensajero maduro 3=>Es un mecanismo universal en todos los orga- nismos 4=>Tiene lugar en el citoplasma, antes de que el mensaje sea traducido"
2023,8,4,8.La temperatura de fusión (Tm) de una molécula de ADN será menor cuanto: 1=>Mayor proporción de pirimidinas tenga 2=>Mayor proporción de purinas tenga 3=>Mayor proporción de G y C tenga 4=>Mayor proporción de A y T tenga
2023,9,4,"9.¿Cuál de las siguientes afirmaciones sobre el efecto de los inhibidores reversibles sobre la cinética de una enzima NO es cierta?: 1=>Los inhibidores competitivos aumentan la Km 2=>Los inhibidores no competitivos no modifican la Km 3=>Los inhibidores competitivos no modifican la Vmax, mientras que los inhibidores no compe- titivos la disminuyen 4=>Los inhibidores competitivos disminuyen la Vmax, mientras que los inhibidores no compe- titivos no la modifican"
2023,10,1,"10.¿Cuál de las siguientes afirmaciones sobre la estructura en hélice α de las proteínas NO es cierta?: 1=>El giro es hacia la izquierda 2=>Las cadenas laterales de los aminoácidos se disponen hacia el exterior de la hélice 3=>Está estabilizada por enlaces de hidrógeno entre el grupo CO y el grupo NH, ambos del enlace peptídico, situados a varios residuos de distancia 4=>También se las denomina hélices 3,613 porque hay 3,6 aminoácidos y 13 átomos por vuelta"
2023,11,2,11=>La síntesis de urea está principalmente regula- da por: 1=>Arginasa 2=>Carbamoil fosfato sintetasa 3=>Arginosuccinato sintetasa 4=>Ornitin transcarbamilasa
2023,12,2,12=>¿Cuál de las siguientes vitaminas NO es liposo- luble?: 1=>A 2=>C 3=>D 4=>K
2023,13,1,"13=>Sobre las enzimas glucoquinasa y hexoquinasa, es cierto que: 1=>La constante de Michaelis (Km) de la gluco- quinasa es mayor que la de la hexoquinasa 2=>La hexoquinasa tiene menor afinidad por la glucosa que la glucoquinasa 3=>La glucoquinasa es inhibida por la glucosa-6- fosfato 4=>La hexoquinasa no está presente en el hígado  "
2023,14,3, 14=> La succinato deshidrogenasa:    1=> Promueve la síntesis de succinato a partir de  succinil-CoA.  2=> Es una enzima de la matriz mitocondrial que  oxida el fumarato a succinato.  3=> Es una flavoproteína integral de la membrana  mitocondrial interna que oxida el succinato a  fumarato.  4=> Utiliza NAD+ como aceptor de electrones.   
2023,15,4,"15. En la regulación de la expresión génica en euca- riotas, un “enhancer” (potenciador o amplifica- dor):    1=> Es una secuencia de ARN mensajero locali- zado en el punto de inicio de la transcripción.  2=> Es una proteína que modula el inicio de la  transcripción.  3=> Es una secuencia corta de ADN localizada en  el punto de inicio de la transcripción.  4=> Puede estar localizado lejos de los genes so- bre los que actúa, incluso en un cromosoma  distinto.   "
2023,16,3,16. ¿Qué significa que el código genético es degene- rado?:    1=> Que una misma secuencia puede traducirse en  ambos sentidos (5’→3’ y 3’→5’).  2=> Que los aminoácidos pueden estar codificados  por una secuencia de 3 o 4 nucleótidos.  3=> Que un aminoácido puede ser codificado por  más de un codón.  4=> Que existen varios codones de inicio de la  traducción.   
